time_step,building_id,charger_id,connected_ev,connected_ev_soc,action,constraint_violations
4851,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
4852,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
4852,2,charger_10_1,EV_3,26.86926313384602,0.05532,[]
4852,3,charger_12_1,EV_4,29.24972194731184,0.05532,[]
4852,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
4853,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
4853,2,charger_10_1,EV_3,27.06235195251852,0.05532,[]
4853,3,charger_12_1,EV_4,29.428528013103545,0.05532,[]
4853,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
4854,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
4854,2,charger_10_1,EV_3,27.25428223827899,0.05532,[]
4854,3,charger_12_1,EV_4,29.6062612425005,0.05532,[]
4854,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
4855,1,charger_1_1,,,-0.02,['Discharge During Idle']
4855,2,charger_10_1,EV_3,27.445060942324893,-0.02,['Charging Power Violation']
4855,3,charger_12_1,,,-0.02,['Discharge During Idle']
4855,4,charger_15_1,,,-0.02,['Discharge During Idle']
4856,1,charger_1_1,,,-0.02,['Discharge During Idle']
4856,2,charger_10_1,,,-0.02,['Discharge During Idle']
4856,3,charger_12_1,,,-0.02,['Discharge During Idle']
4856,4,charger_15_1,,,-0.02,['Discharge During Idle']
4857,1,charger_1_1,,,-0.02,['Discharge During Idle']
4857,2,charger_10_1,,,-0.02,['Discharge During Idle']
4857,3,charger_12_1,,,-0.02,['Discharge During Idle']
4857,4,charger_15_1,,,-0.02,['Discharge During Idle']
4858,1,charger_1_1,,,-0.02,['Discharge During Idle']
4858,2,charger_10_1,,,-0.02,['Discharge During Idle']
4858,3,charger_12_1,,,-0.02,['Discharge During Idle']
4858,4,charger_15_1,,,-0.02,['Discharge During Idle']
4859,1,charger_1_1,,,-0.02,['Discharge During Idle']
4859,2,charger_10_1,,,-0.02,['Discharge During Idle']
4859,3,charger_12_1,,,-0.02,['Discharge During Idle']
4859,4,charger_15_1,,,-0.02,['Discharge During Idle']
4860,1,charger_1_1,,,-0.02,['Discharge During Idle']
4860,2,charger_10_1,,,-0.02,['Discharge During Idle']
4860,3,charger_12_1,,,-0.02,['Discharge During Idle']
4860,4,charger_15_1,,,-0.02,['Discharge During Idle']
4861,1,charger_1_1,,,-0.02,['Discharge During Idle']
4861,2,charger_10_1,,,-0.02,['Discharge During Idle']
4861,3,charger_12_1,,,-0.02,['Discharge During Idle']
4861,4,charger_15_1,,,-0.02,['Discharge During Idle']
4862,1,charger_1_1,,,-0.02,['Discharge During Idle']
4862,2,charger_10_1,,,-0.02,['Discharge During Idle']
4862,3,charger_12_1,,,-0.02,['Discharge During Idle']
4862,4,charger_15_1,,,-0.02,['Discharge During Idle']
4863,1,charger_1_1,,,-0.02,['Discharge During Idle']
4863,2,charger_10_1,,,-0.02,['Discharge During Idle']
4863,3,charger_12_1,,,-0.02,['Discharge During Idle']
4863,4,charger_15_1,,,-0.02,['Discharge During Idle']
4864,1,charger_1_1,,,-0.0044,['Discharge During Idle']
4864,2,charger_10_1,,,-0.0044,['Discharge During Idle']
4864,3,charger_12_1,,,-0.0044,['Discharge During Idle']
4864,4,charger_15_1,,,-0.0044,['Discharge During Idle']
4865,1,charger_1_1,,,-0.0044,['Discharge During Idle']
4865,2,charger_10_1,,,-0.0044,['Discharge During Idle']
4865,3,charger_12_1,EV_4,22.6805157820941,-0.0044,['Charging Power Violation']
4865,4,charger_15_1,,,-0.0044,['Discharge During Idle']
4866,1,charger_1_1,,,-0.0044,['Discharge During Idle']
4866,2,charger_10_1,EV_3,19.811149952323447,-0.0044,['Charging Power Violation']
