time_step,building_id,charger_id,connected_ev,connected_ev_soc,action,constraint_violations
1269,2,charger_10_1,EV_3,47.438862414790236,-0.024,['Charging Power Violation']
1269,3,charger_12_1,EV_4,39.33353591250543,-0.024,['Charging Power Violation']
1269,4,charger_15_1,,,-0.024,['Discharge During Idle']
1270,1,charger_1_1,,,-0.024,['Discharge During Idle']
1270,2,charger_10_1,EV_3,46.96903498084689,-0.024,['Charging Power Violation']
1270,3,charger_12_1,EV_4,38.91234043757579,-0.024,['Charging Power Violation']
1270,4,charger_15_1,,,-0.024,['Discharge During Idle']
1271,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1271,2,charger_10_1,EV_3,46.502026511507204,0.034,[]
1271,3,charger_12_1,EV_4,38.493672135495736,0.034,[]
1271,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1272,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1272,2,charger_10_1,EV_3,46.44077193584687,0.034,[]
1272,3,charger_12_1,EV_4,38.480467686091465,0.034,[]
1272,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1273,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1273,2,charger_10_1,EV_3,46.37988488764049,0.05532,[]
1273,3,charger_12_1,EV_4,38.46734246338362,0.05532,[]
1273,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1274,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1274,2,charger_10_1,EV_3,46.45590997579023,0.05532,[]
1274,3,charger_12_1,EV_4,38.5908428060789,0.05532,[]
1274,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1275,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1275,2,charger_10_1,EV_3,46.531478913411064,0.05532,[]
1275,3,charger_12_1,EV_4,38.71360214671801,0.05532,[]
1275,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1276,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1276,2,charger_10_1,EV_3,46.60659443740618,0.05532,[]
1276,3,charger_12_1,EV_4,38.83562493131328,0.05532,[]
1276,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1277,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1277,2,charger_10_1,EV_3,46.68125926825732,0.05532,[]
1277,3,charger_12_1,EV_4,38.95691557920098,0.05532,[]
1277,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1278,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1278,2,charger_10_1,EV_3,46.755476110123354,0.05532,[]
1278,3,charger_12_1,EV_4,39.077478483201354,0.05532,[]
1278,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1279,1,charger_1_1,,,-0.02,['Discharge During Idle']
1279,2,charger_10_1,,,-0.02,['Discharge During Idle']
1279,3,charger_12_1,EV_4,39.197318009777725,-0.02,['Charging Power Violation']
1279,4,charger_15_1,,,-0.02,['Discharge During Idle']
1280,1,charger_1_1,,,-0.02,['Discharge During Idle']
1280,2,charger_10_1,,,-0.02,['Discharge During Idle']
1280,3,charger_12_1,EV_4,38.807805552173555,-0.02,['Charging Power Violation']
1280,4,charger_15_1,,,-0.02,['Discharge During Idle']
1281,1,charger_1_1,,,-0.02,['Discharge During Idle']
1281,2,charger_10_1,,,-0.02,['Discharge During Idle']
1281,3,charger_12_1,,,-0.02,['Discharge During Idle']
1281,4,charger_15_1,,,-0.02,['Discharge During Idle']
1282,1,charger_1_1,,,-0.02,['Discharge During Idle']
1282,2,charger_10_1,,,-0.02,['Discharge During Idle']
1282,3,charger_12_1,,,-0.02,['Discharge During Idle']
1282,4,charger_15_1,,,-0.02,['Discharge During Idle']
1283,1,charger_1_1,,,-0.02,['Discharge During Idle']
1283,2,charger_10_1,,,-0.02,['Discharge During Idle']
1283,3,charger_12_1,,,-0.02,['Discharge During Idle']
1283,4,charger_15_1,,,-0.02,['Discharge During Idle']
1284,1,charger_1_1,,,-0.02,['Discharge During Idle']
1284,2,charger_10_1,,,-0.02,['Discharge During Idle']
1284,3,charger_12_1,,,-0.02,['Discharge During Idle']
1284,4,charger_15_1,,,-0.02,['Discharge During Idle']
1285,1,charger_1_1,,,-0.02,['Discharge During Idle']
1285,2,charger_10_1,,,-0.02,['Discharge During Idle']
1285,3,charger_12_1,,,-0.02,['Discharge During Idle']
1285,4,charger_15_1,,,-0.02,['Discharge During Idle']
1286,1,charger_1_1,,,-0.02,['Discharge During Idle']
1286,2,charger_10_1,,,-0.02,['Discharge During Idle']
1286,3,charger_12_1,,,-0.02,['Discharge During Idle']
1286,4,charger_15_1,,,-0.02,['Discharge During Idle']
1287,1,charger_1_1,,,-0.02,['Discharge During Idle']
1287,2,charger_10_1,,,-0.02,['Discharge During Idle']
1287,3,charger_12_1,,,-0.02,['Discharge During Idle']
1287,4,charger_15_1,,,-0.02,['Discharge During Idle']
1288,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1288,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1288,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1288,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1289,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1289,2,charger_10_1,EV_3,41.679878728797604,-0.0044,['Charging Power Violation']
1289,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1289,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1290,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1290,2,charger_10_1,EV_3,47.90886042927927,-0.0044,['Charging Power Violation']
1290,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1290,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1291,1,charger_1_1,,,-0.024,['Discharge During Idle']
1291,2,charger_10_1,EV_3,47.58745498580359,-0.024,['Charging Power Violation']
1291,3,charger_12_1,EV_4,34.833060802483,-0.024,['Charging Power Violation']
1291,4,charger_15_1,,,-0.024,['Discharge During Idle']
1292,1,charger_1_1,,,-0.024,['Discharge During Idle']
1292,2,charger_10_1,EV_3,47.116735996434166,-0.024,['Charging Power Violation']
1292,3,charger_12_1,EV_4,29.985511026488425,-0.024,['Charging Power Violation']
1292,4,charger_15_1,,,-0.024,['Discharge During Idle']
1293,1,charger_1_1,,,-0.024,['Discharge During Idle']
1293,2,charger_10_1,EV_3,46.64884132100096,-0.024,['Charging Power Violation']
1293,3,charger_12_1,EV_4,29.62040370087489,-0.024,['Charging Power Violation']
1293,4,charger_15_1,,,-0.024,['Discharge During Idle']
1294,1,charger_1_1,,,-0.024,['Discharge During Idle']
1294,2,charger_10_1,EV_3,46.183754013620344,-0.024,['Charging Power Violation']
1294,3,charger_12_1,EV_4,29.257487019215034,-0.024,['Charging Power Violation']
1294,4,charger_15_1,,,-0.024,['Discharge During Idle']
1295,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1295,2,charger_10_1,EV_3,45.72145723008402,0.034,[]
1295,3,charger_12_1,EV_4,28.89674783764514,0.034,[]
1295,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1296,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1296,2,charger_10_1,EV_3,45.664886070112225,0.034,[]
1296,3,charger_12_1,EV_4,28.94112493402798,0.034,[]
1296,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1297,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1297,2,charger_10_1,EV_3,45.608654337100255,0.05532,[]
1297,3,charger_12_1,EV_4,28.98523576783252,0.05532,[]
1297,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1298,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1298,2,charger_10_1,EV_3,45.68930680855323,0.05532,[]
1298,3,charger_12_1,EV_4,29.165628750701103,0.05532,[]
1298,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1299,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1299,2,charger_10_1,EV_3,45.76947536517749,0.05532,[]
1299,3,charger_12_1,EV_4,29.344939375672475,0.05532,[]
1299,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1300,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1300,2,charger_10_1,EV_3,45.849162910462006,0.05532,[]
1300,3,charger_12_1,EV_4,29.52317413689402,0.05532,[]
1300,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1301,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1301,2,charger_10_1,EV_3,45.928372330474815,0.05532,[]
1301,3,charger_12_1,EV_4,29.700339489548234,0.05532,[]
1301,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1302,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1302,2,charger_10_1,EV_3,46.00710649396755,0.05532,[]
1302,3,charger_12_1,EV_4,29.876441850086522,0.05532,[]
1302,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1303,1,charger_1_1,,,-0.02,['Discharge During Idle']
1303,2,charger_10_1,EV_3,46.08536825247932,-0.02,['Charging Power Violation']
1303,3,charger_12_1,,,-0.02,['Discharge During Idle']
1303,4,charger_15_1,,,-0.02,['Discharge During Idle']
1304,1,charger_1_1,,,-0.02,['Discharge During Idle']
1304,2,charger_10_1,EV_3,45.65452749341894,-0.02,['Charging Power Violation']
1304,3,charger_12_1,,,-0.02,['Discharge During Idle']
1304,4,charger_15_1,,,-0.02,['Discharge During Idle']
1305,1,charger_1_1,,,-0.02,['Discharge During Idle']
1305,2,charger_10_1,,,-0.02,['Discharge During Idle']
1305,3,charger_12_1,,,-0.02,['Discharge During Idle']
1305,4,charger_15_1,,,-0.02,['Discharge During Idle']
1306,1,charger_1_1,,,-0.02,['Discharge During Idle']
1306,2,charger_10_1,,,-0.02,['Discharge During Idle']
1306,3,charger_12_1,,,-0.02,['Discharge During Idle']
1306,4,charger_15_1,,,-0.02,['Discharge During Idle']
1307,1,charger_1_1,,,-0.02,['Discharge During Idle']
1307,2,charger_10_1,,,-0.02,['Discharge During Idle']
1307,3,charger_12_1,,,-0.02,['Discharge During Idle']
1307,4,charger_15_1,,,-0.02,['Discharge During Idle']
1308,1,charger_1_1,,,-0.02,['Discharge During Idle']
1308,2,charger_10_1,,,-0.02,['Discharge During Idle']
1308,3,charger_12_1,,,-0.02,['Discharge During Idle']
1308,4,charger_15_1,,,-0.02,['Discharge During Idle']
1309,1,charger_1_1,,,-0.02,['Discharge During Idle']
1309,2,charger_10_1,,,-0.02,['Discharge During Idle']
1309,3,charger_12_1,,,-0.02,['Discharge During Idle']
1309,4,charger_15_1,,,-0.02,['Discharge During Idle']
1310,1,charger_1_1,,,-0.02,['Discharge During Idle']
1310,2,charger_10_1,,,-0.02,['Discharge During Idle']
1310,3,charger_12_1,,,-0.02,['Discharge During Idle']
1310,4,charger_15_1,,,-0.02,['Discharge During Idle']
1311,1,charger_1_1,,,-0.02,['Discharge During Idle']
1311,2,charger_10_1,,,-0.02,['Discharge During Idle']
1311,3,charger_12_1,,,-0.02,['Discharge During Idle']
1311,4,charger_15_1,,,-0.02,['Discharge During Idle']
1312,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1312,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1312,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1312,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1313,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1313,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1313,3,charger_12_1,EV_4,42.09704794852112,-0.0044,['Charging Power Violation']
1313,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1314,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1314,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1314,3,charger_12_1,EV_4,37.71235703896639,-0.0044,['Charging Power Violation']
1314,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1315,1,charger_1_1,,,-0.024,['Discharge During Idle']
1315,2,charger_10_1,EV_3,32.813241978627964,-0.024,['Charging Power Violation']
1315,3,charger_12_1,EV_4,37.45213061583258,-0.024,['Charging Power Violation']
1315,4,charger_15_1,,,-0.024,['Discharge During Idle']
1316,1,charger_1_1,,,-0.024,['Discharge During Idle']
1316,2,charger_10_1,EV_3,37.40713049675773,-0.024,['Charging Power Violation']
1316,3,charger_12_1,EV_4,37.04222357268298,-0.024,['Charging Power Violation']
1316,4,charger_15_1,,,-0.024,['Discharge During Idle']
1317,1,charger_1_1,,,-0.024,['Discharge During Idle']
1317,2,charger_10_1,EV_3,36.99749345432258,-0.024,['Charging Power Violation']
1317,3,charger_12_1,EV_4,36.63477597179227,-0.024,['Charging Power Violation']
1317,4,charger_15_1,,,-0.024,['Discharge During Idle']
1318,1,charger_1_1,,,-0.024,['Discharge During Idle']
1318,2,charger_10_1,EV_3,36.59031423414204,-0.024,['Charging Power Violation']
1318,3,charger_12_1,EV_4,36.229773056506914,-0.024,['Charging Power Violation']
1318,4,charger_15_1,,,-0.024,['Discharge During Idle']
1319,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1319,2,charger_10_1,EV_3,36.185578089282586,0.034,[]
1319,3,charger_12_1,EV_4,35.82720015871327,0.034,[]
1319,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1320,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1320,2,charger_10_1,EV_3,36.1862222041556,0.034,[]
1320,3,charger_12_1,EV_4,35.82999454116969,0.034,[]
1320,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1321,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1321,2,charger_10_1,EV_3,36.18686245433937,0.05532,[]
1321,3,charger_12_1,EV_4,35.83277215733138,0.05532,[]
1321,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1322,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1322,2,charger_10_1,EV_3,36.32404567708891,0.05532,[]
1322,3,charger_12_1,EV_4,35.97207992186297,0.05532,[]
1322,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1323,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1323,2,charger_10_1,EV_3,36.46040580050196,0.05532,[]
1323,3,charger_12_1,EV_4,36.11055183980737,0.05532,[]
1323,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1324,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1324,2,charger_10_1,EV_3,36.59594776317453,0.05532,[]
1324,3,charger_12_1,EV_4,36.24819292624411,0.05532,[]
1324,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1325,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1325,2,charger_10_1,EV_3,36.73067647407106,0.05532,[]
1325,3,charger_12_1,EV_4,36.38500816616222,0.05532,[]
1325,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1326,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1326,2,charger_10_1,EV_3,36.86459681270222,0.05532,[]
1326,3,charger_12_1,EV_4,36.52100251464083,0.05532,[]
1326,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1327,1,charger_1_1,,,-0.02,['Discharge During Idle']
1327,2,charger_10_1,EV_3,36.997713629301586,-0.02,['Charging Power Violation']
1327,3,charger_12_1,,,-0.02,['Discharge During Idle']
1327,4,charger_15_1,,,-0.02,['Discharge During Idle']
1328,1,charger_1_1,,,-0.02,['Discharge During Idle']
1328,2,charger_10_1,EV_3,36.62139879798027,-0.02,['Charging Power Violation']
1328,3,charger_12_1,,,-0.02,['Discharge During Idle']
1328,4,charger_15_1,,,-0.02,['Discharge During Idle']
1329,1,charger_1_1,,,-0.02,['Discharge During Idle']
1329,2,charger_10_1,,,-0.02,['Discharge During Idle']
1329,3,charger_12_1,,,-0.02,['Discharge During Idle']
1329,4,charger_15_1,,,-0.02,['Discharge During Idle']
1330,1,charger_1_1,,,-0.02,['Discharge During Idle']
1330,2,charger_10_1,,,-0.02,['Discharge During Idle']
1330,3,charger_12_1,,,-0.02,['Discharge During Idle']
1330,4,charger_15_1,,,-0.02,['Discharge During Idle']
1331,1,charger_1_1,,,-0.02,['Discharge During Idle']
1331,2,charger_10_1,,,-0.02,['Discharge During Idle']
1331,3,charger_12_1,,,-0.02,['Discharge During Idle']
1331,4,charger_15_1,,,-0.02,['Discharge During Idle']
1332,1,charger_1_1,,,-0.02,['Discharge During Idle']
1332,2,charger_10_1,,,-0.02,['Discharge During Idle']
1332,3,charger_12_1,,,-0.02,['Discharge During Idle']
1332,4,charger_15_1,,,-0.02,['Discharge During Idle']
1333,1,charger_1_1,,,-0.02,['Discharge During Idle']
1333,2,charger_10_1,,,-0.02,['Discharge During Idle']
1333,3,charger_12_1,,,-0.02,['Discharge During Idle']
1333,4,charger_15_1,,,-0.02,['Discharge During Idle']
1334,1,charger_1_1,,,-0.02,['Discharge During Idle']
1334,2,charger_10_1,,,-0.02,['Discharge During Idle']
1334,3,charger_12_1,,,-0.02,['Discharge During Idle']
1334,4,charger_15_1,,,-0.02,['Discharge During Idle']
1335,1,charger_1_1,,,-0.02,['Discharge During Idle']
1335,2,charger_10_1,,,-0.02,['Discharge During Idle']
1335,3,charger_12_1,,,-0.02,['Discharge During Idle']
1335,4,charger_15_1,,,-0.02,['Discharge During Idle']
1336,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1336,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1336,3,charger_12_1,,,-0.0044,['Discharge During Idle']
1336,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1337,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1337,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1337,3,charger_12_1,EV_4,27.411299262587363,-0.0044,['Charging Power Violation']
1337,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1338,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1338,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1338,3,charger_12_1,EV_4,36.748950340287635,-0.0044,['Charging Power Violation']
1338,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1339,1,charger_1_1,,,-0.024,['Discharge During Idle']
1339,2,charger_10_1,EV_3,23.200110016215753,-0.024,['Charging Power Violation']
1339,3,charger_12_1,EV_4,36.494504357345896,-0.024,['Charging Power Violation']
1339,4,charger_15_1,,,-0.024,['Discharge During Idle']
1340,1,charger_1_1,,,-0.024,['Discharge During Idle']
1340,2,charger_10_1,EV_3,26.363639004538957,-0.024,['Charging Power Violation']
1340,3,charger_12_1,EV_4,36.09034307174721,-0.024,['Charging Power Violation']
1340,4,charger_15_1,,,-0.024,['Discharge During Idle']
1341,1,charger_1_1,,,-0.024,['Discharge During Idle']
1341,2,charger_10_1,EV_3,26.020262911057117,-0.024,['Charging Power Violation']
1341,3,charger_12_1,EV_4,35.688606753862125,-0.024,['Charging Power Violation']
1341,4,charger_15_1,,,-0.024,['Discharge During Idle']
1342,1,charger_1_1,,,-0.024,['Discharge During Idle']
1342,2,charger_10_1,EV_3,25.67894707413617,-0.024,['Charging Power Violation']
1342,3,charger_12_1,EV_4,35.28928085388435,-0.024,['Charging Power Violation']
1342,4,charger_15_1,,,-0.024,['Discharge During Idle']
1343,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1343,2,charger_10_1,EV_3,25.339679132236746,0.034,[]
1343,3,charger_12_1,EV_4,34.89235090930644,0.034,[]
1343,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1344,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1344,2,charger_10_1,EV_3,25.405398640852034,0.034,[]
1344,3,charger_12_1,EV_4,34.900754387259305,0.034,[]
1344,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1345,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1345,2,charger_10_1,EV_3,25.47072383241563,0.05532,[]
1345,3,charger_12_1,EV_4,34.90910744434446,0.05532,[]
1345,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1346,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1346,2,charger_10_1,EV_3,25.672203886896718,0.05532,[]
1346,3,charger_12_1,EV_4,35.05395719715397,0.05532,[]
1346,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1347,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1347,2,charger_10_1,EV_3,25.872475061050913,0.05532,[]
1347,3,charger_12_1,EV_4,35.197937851446625,0.05532,[]
1347,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1348,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1348,2,charger_10_1,EV_3,26.07154460816019,0.05532,[]
1348,3,charger_12_1,EV_4,35.34105462181353,0.05532,[]
1348,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1349,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1349,2,charger_10_1,EV_3,26.26941973798681,0.05532,[]
1349,3,charger_12_1,EV_4,35.483312691558226,0.05532,[]
1349,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1350,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1350,2,charger_10_1,EV_3,26.466107617034467,0.05532,[]
1350,3,charger_12_1,EV_4,35.624717212884455,0.05532,[]
1350,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1351,1,charger_1_1,,,-0.02,['Discharge During Idle']
1351,2,charger_10_1,EV_3,26.661615368807837,-0.02,['Charging Power Violation']
1351,3,charger_12_1,,,-0.02,['Discharge During Idle']
1351,4,charger_15_1,,,-0.02,['Discharge During Idle']
1352,1,charger_1_1,,,-0.02,['Discharge During Idle']
1352,2,charger_10_1,EV_3,26.347317127049486,-0.02,['Charging Power Violation']
1352,3,charger_12_1,,,-0.02,['Discharge During Idle']
1352,4,charger_15_1,,,-0.02,['Discharge During Idle']
1353,1,charger_1_1,,,-0.02,['Discharge During Idle']
1353,2,charger_10_1,,,-0.02,['Discharge During Idle']
1353,3,charger_12_1,EV_4,14.688434353486752,-0.02,['Charging Power Violation']
1353,4,charger_15_1,,,-0.02,['Discharge During Idle']
1354,1,charger_1_1,,,-0.02,['Discharge During Idle']
1354,2,charger_10_1,,,-0.02,['Discharge During Idle']
1354,3,charger_12_1,EV_4,15.78078518455573,-0.02,['Charging Power Violation']
1354,4,charger_15_1,,,-0.02,['Discharge During Idle']
1355,1,charger_1_1,,,-0.02,['Discharge During Idle']
1355,2,charger_10_1,,,-0.02,['Discharge During Idle']
1355,3,charger_12_1,EV_4,15.531771923902893,-0.02,['Charging Power Violation']
1355,4,charger_15_1,,,-0.02,['Discharge During Idle']
1356,1,charger_1_1,,,-0.02,['Discharge During Idle']
1356,2,charger_10_1,,,-0.02,['Discharge During Idle']
1356,3,charger_12_1,EV_4,15.284252742813973,-0.02,['Charging Power Violation']
1356,4,charger_15_1,,,-0.02,['Discharge During Idle']
1357,1,charger_1_1,,,-0.02,['Discharge During Idle']
1357,2,charger_10_1,,,-0.02,['Discharge During Idle']
1357,3,charger_12_1,EV_4,15.038218676811585,-0.02,['Charging Power Violation']
1357,4,charger_15_1,,,-0.02,['Discharge During Idle']
1358,1,charger_1_1,,,-0.02,['Discharge During Idle']
1358,2,charger_10_1,,,-0.02,['Discharge During Idle']
1358,3,charger_12_1,EV_4,14.793660815205211,-0.02,['Charging Power Violation']
1358,4,charger_15_1,,,-0.02,['Discharge During Idle']
1359,1,charger_1_1,,,-0.02,['Discharge During Idle']
1359,2,charger_10_1,,,-0.02,['Discharge During Idle']
1359,3,charger_12_1,EV_4,14.550570300768475,-0.02,['Charging Power Violation']
1359,4,charger_15_1,,,-0.02,['Discharge During Idle']
1360,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1360,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1360,3,charger_12_1,EV_4,14.30893832941836,-0.0044,['Charging Power Violation']
1360,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1361,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1361,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1361,3,charger_12_1,EV_4,14.189132418541838,-0.0044,['Charging Power Violation']
1361,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1362,1,charger_1_1,,,-0.0044,['Discharge During Idle']
1362,2,charger_10_1,,,-0.0044,['Discharge During Idle']
1362,3,charger_12_1,EV_4,14.070045343130575,-0.0044,['Charging Power Violation']
1362,4,charger_15_1,,,-0.0044,['Discharge During Idle']
1363,1,charger_1_1,,,-0.024,['Discharge During Idle']
1363,2,charger_10_1,,,-0.024,['Discharge During Idle']
1363,3,charger_12_1,EV_4,13.951672790171779,-0.024,['Charging Power Violation']
1363,4,charger_15_1,,,-0.024,['Discharge During Idle']
1364,1,charger_1_1,,,-0.024,['Discharge During Idle']
1364,2,charger_10_1,,,-0.024,['Discharge During Idle']
1364,3,charger_12_1,EV_4,13.682768493976141,-0.024,['Charging Power Violation']
1364,4,charger_15_1,,,-0.024,['Discharge During Idle']
1365,1,charger_1_1,,,-0.024,['Discharge During Idle']
1365,2,charger_10_1,,,-0.024,['Discharge During Idle']
1365,3,charger_12_1,EV_4,13.415477623557678,-0.024,['Charging Power Violation']
1365,4,charger_15_1,,,-0.024,['Discharge During Idle']
1366,1,charger_1_1,,,-0.024,['Discharge During Idle']
1366,2,charger_10_1,,,-0.024,['Discharge During Idle']
1366,3,charger_12_1,EV_4,13.149790498361725,-0.024,['Charging Power Violation']
1366,4,charger_15_1,,,-0.024,['Discharge During Idle']
1367,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1367,2,charger_10_1,EV_3,18.772934712205032,0.034,[]
1367,3,charger_12_1,EV_4,12.885697495916947,0.034,[]
1367,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1368,1,charger_1_1,,,0.034,['Charging with No EV Connected']
1368,2,charger_10_1,EV_3,17.121923949866,0.034,[]
1368,3,charger_12_1,EV_4,13.026140894350153,0.034,[]
1368,4,charger_15_1,,,0.034,['Charging with No EV Connected']
1369,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1369,2,charger_10_1,EV_3,17.236949989575514,0.05532,[]
1369,3,charger_12_1,EV_4,13.16574163239276,0.05532,[]
1369,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1370,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1370,2,charger_10_1,EV_3,17.487832687113638,0.05532,[]
1370,3,charger_12_1,EV_4,13.441051580073982,0.05532,[]
1370,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1371,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1371,2,charger_10_1,EV_3,17.737210088466533,0.05532,[]
1371,3,charger_12_1,EV_4,13.714709668069116,0.05532,[]
1371,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1372,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1372,2,charger_10_1,EV_3,17.98509122541131,0.05532,[]
1372,3,charger_12_1,EV_4,13.98672580753628,0.05532,[]
1372,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1373,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1373,2,charger_10_1,EV_3,18.231485075534422,0.05532,[]
1373,3,charger_12_1,EV_4,14.257109850166641,0.05532,[]
1373,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1374,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
1374,2,charger_10_1,EV_3,18.476400562556798,0.05532,[]
1374,3,charger_12_1,EV_4,14.52587158854122,0.05532,[]
1374,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
1375,1,charger_1_1,,,-0.02,['Discharge During Idle']
1375,2,charger_10_1,EV_3,18.719846556657032,-0.02,['Charging Power Violation']
1375,3,charger_12_1,EV_4,14.793020756485552,-0.02,['Charging Power Violation']
1375,4,charger_15_1,,,-0.02,['Discharge During Idle']
1376,1,charger_1_1,,,-0.02,['Discharge During Idle']
1376,2,charger_10_1,EV_3,18.453198927771584,-0.02,['Charging Power Violation']
1376,3,charger_12_1,,,-0.02,['Discharge During Idle']
